,min_value,max_value,std,mean,median,skew,kurtosis,labels
1767,-243.4806,99.09241,42.73133,-2.098125,-1.0147508,-4.14055241557609,23.26838829144654,air_conditioner
1768,-438.0319,142.59537,73.38763,-2.3168693,2.8389854,-5.03216608096366,28.447636888680353,air_conditioner
1769,-150.79173,156.39148,35.25381,2.4472058,-0.833846,0.0428637384706549,15.024525314574824,air_conditioner
1770,-129.3137,135.65364,30.856573,-2.6075306,-1.6815062,0.5120792248311237,14.228423623546963,air_conditioner
1771,-412.04047,189.68613,71.96027,-3.568042,1.3436034,-4.086153454944557,24.2560877904208,air_conditioner
1772,-151.52484,159.80124,35.726532,2.4715638,-0.19517973,0.1476135209461122,15.042552959089988,air_conditioner
1773,-256.40787,95.37249,45.056587,0.6307951,0.7044735,-4.342057510987386,24.044328020584345,air_conditioner
1774,-94.10793,83.00954,21.68197,0.97205865,3.0304022,-0.7926587406881558,11.448700604968185,air_conditioner
1775,-313.44955,148.63557,55.436256,0.33100682,2.9238079,-4.047378714995262,23.94445618658715,air_conditioner
1776,-121.312904,133.08383,30.232107,1.9075638,1.1208973,0.37351572685960094,12.824487158442768,air_conditioner
1777,-121.77292,132.62788,30.270498,2.07266,0.88353926,0.3183368266399677,12.71724752171855,air_conditioner
1778,-145.59831,92.66889,29.026758,3.4101517,2.8371615,-2.6126061455560423,16.64147773326248,air_conditioner
1779,-122.30733,140.83153,31.52593,0.26201925,0.58246803,0.7415808618803356,12.660863243708764,air_conditioner
1780,-211.96751,86.34834,38.91474,0.82541656,-0.5733472,-3.7096681003854806,20.11309305625999,air_conditioner
1781,-300.37134,92.05238,51.005928,-3.374607,-0.79997593,-4.731730905793506,26.081014029718514,air_conditioner
1782,-335.86594,91.3525,56.82329,-6.83861,-2.327749,-4.665406219622293,25.391725895919432,air_conditioner
1783,-192.43556,122.981804,37.27245,0.30038434,0.76258284,-2.5485422319297215,17.82130124623089,air_conditioner
1784,-263.9516,101.189835,46.004726,-3.1670868,0.29704413,-4.2251111445931295,23.509435280782938,air_conditioner
1785,-192.13832,122.23851,37.156403,-0.15197381,0.9070582,-2.5390866513443746,17.774817189165628,air_conditioner
1786,-115.711975,154.62277,32.64407,-3.6465137,-1.0198836,1.7602410713941727,14.392854455195856,air_conditioner
1787,-381.19238,157.23892,65.70458,-4.4653463,0.16478686,-4.328999832176923,24.941906747007575,air_conditioner
1788,-56.702457,82.18593,20.981098,1.0737575,-1.8306845,0.9468639372283083,5.629058902648875,air_conditioner
1789,-244.64835,129.47797,44.325073,-1.6616566,1.7535026,-3.464815224919485,21.49540641157807,air_conditioner
1790,-199.44061,183.06113,43.466553,-5.803097,-5.0513086,-0.1595867659282164,15.760545204023845,air_conditioner
1791,-152.93881,145.55911,37.042465,-2.1251965,-1.1930504,-0.301482046896172,10.660440814193807,air_conditioner
1792,-438.42697,127.79568,72.96321,-2.2900739,3.8503668,-5.184079332847339,29.17824147365826,air_conditioner
1793,-340.184,109.13359,57.46778,-3.7976952,1.6283406,-4.812305942945023,26.735339430681517,air_conditioner
1794,-380.5279,156.76831,65.555595,-4.2844176,-0.24964133,-4.34514390231424,25.042115471508975,air_conditioner
1795,-364.55493,159.42203,63.40153,-2.6584165,2.1800408,-4.223979149261347,24.609878386487125,air_conditioner
1796,-179.56557,139.06374,37.2518,-2.62106,-1.6621236,-1.2941117634263672,15.005748539055112,air_conditioner
1797,-183.6743,108.57944,36.008625,-2.0562625,0.4761794,-2.4658375415354787,15.50216400140312,air_conditioner
1798,-104.14185,135.91678,28.990885,-1.995889,-0.09208797,1.528532924821525,13.736587901977792,air_conditioner
1799,-209.05515,117.94615,39.303246,-1.6307102,-0.58042866,-2.9262577143567605,18.57599667156903,air_conditioner
1800,-524.91095,114.86349,85.060005,-8.544075,0.09580469,-5.508905620407447,31.066103197949104,air_conditioner
1801,-360.34552,156.54956,62.762928,-2.89371,1.3058519,-4.198401414571689,24.348602089848086,air_conditioner
1802,-259.6935,62.38273,43.36511,-2.178104,1.3648338,-5.120881897089031,28.23392316208044,air_conditioner
1803,-236.43721,144.85263,44.413597,-0.45969278,0.92149276,-2.8675773270015847,19.790911033471286,air_conditioner
1804,-239.67842,91.442444,43.1402,0.6676012,-0.18993433,-3.9537280268450252,21.792548181178923,air_conditioner
1805,-319.73755,151.94388,56.66294,0.89145106,3.4227886,-4.047827118865024,23.89651806402453,air_conditioner
1806,-119.36412,138.63983,31.028755,0.23154612,1.1332722,0.7825101077392502,12.486445081438173,air_conditioner
1807,-250.76582,132.04173,45.343014,-2.042654,1.3708345,-3.4731528743533073,21.548493741075145,air_conditioner
1808,-251.3484,80.1128,43.253555,-1.5505667,2.5518274,-4.609039267809178,25.155516578532357,air_conditioner
1809,-438.76007,190.45255,75.75829,-4.3215857,0.36567408,-4.2869359428559655,25.128384429312266,air_conditioner
1810,-208.92455,99.93061,38.48777,-2.0472715,-1.4754689,-3.3401849187711203,19.198166012888098,air_conditioner
1811,-314.08267,155.2378,56.122223,1.4790555,3.795967,-3.921858422156535,23.400587474356346,air_conditioner
1812,-160.79538,149.93007,38.163845,-2.1455731,-2.030614,-0.3800329226901582,11.156302219050627,air_conditioner
1813,-250.84045,112.88625,45.121822,-6.22853,-1.9876304,-3.486556410435216,19.86806020285504,air_conditioner
1814,-164.20512,150.90788,36.37302,-0.023953151,-0.96558523,-0.5145948958886751,14.814724471394712,air_conditioner
1815,-96.97218,149.39523,30.399529,-2.2903337,0.2494415,2.2586312027848847,14.977229470630338,air_conditioner
1816,-151.74594,157.73006,35.539932,2.477096,-0.5038858,0.05547642484767972,14.978905486995945,air_conditioner
1817,-199.0179,185.35423,43.727657,-5.554805,-4.710328,-0.08500492150223068,15.665453621872999,air_conditioner
1818,-198.78557,107.83446,37.651814,2.915772,2.6262808,-3.245518083918942,19.1433990052725,air_conditioner
1819,-229.83414,124.47729,42.009056,-1.6024017,2.3313456,-3.3241619461995495,20.813950974764825,air_conditioner
1820,-253.70543,111.38365,45.35198,-6.1243057,-1.5861962,-3.598289172685856,20.387385049717583,air_conditioner
1821,-95.66901,51.784943,20.361544,0.096997164,-0.7256862,-1.905958271670823,10.832776355347308,air_conditioner
1822,-145.67386,135.41948,32.972633,-2.310747,-2.1260629,-0.23494083004537333,13.613614209792555,air_conditioner
1823,-329.4195,174.30644,59.225903,-4.706671,-2.996926,-3.4218803859445575,21.67913579320788,air_conditioner
1824,-81.09724,160.29337,29.851711,1.7109501,-1.3152466,3.2592721075907978,18.477429973462932,air_conditioner
1825,-248.11362,94.07428,44.123795,0.7775358,0.8658416,-4.171290392409961,22.90166057427659,air_conditioner
1826,-453.1267,161.2283,76.49284,-3.3959947,1.4438555,-4.824618451398347,27.411657709216307,air_conditioner
1827,-97.6894,149.52141,30.548996,-2.3197901,0.7222175,2.2111367349556628,14.771488239474525,air_conditioner
1828,-319.20917,154.20883,56.7284,1.4160118,3.7994013,-4.018211456797832,23.829646478166286,air_conditioner
1829,-51.557995,80.31459,20.346546,1.2600017,-1.3392082,0.9880974086385937,5.64063485904914,air_conditioner
1830,-240.68704,92.71583,41.979023,-2.8768468,-1.1497219,-4.2163166758782245,23.447370635281185,air_conditioner
1831,-157.00743,146.17937,35.23452,0.088512994,-0.38564354,-0.4436842395509945,14.307633614528925,air_conditioner
1832,-149.24812,159.2171,35.37869,2.4459953,0.1848683,0.21838769503350683,15.098615637573552,air_conditioner
1833,-274.26282,137.15463,49.571564,-4.5839415,-0.46784592,-3.4584082764020097,20.599054910454647,air_conditioner
1834,-148.36316,142.61476,33.99978,-2.324049,-2.4550796,-0.041281962646977595,13.834353322600226,air_conditioner
1835,-204.88722,100.73163,38.136658,2.7181373,2.402791,-3.545767181385561,20.099197112382626,air_conditioner
1836,-329.00244,246.78888,65.32133,-1.4978833,0.18102708,-1.7775205660205433,18.016386312600456,air_conditioner
1837,-169.94594,129.26106,34.46264,0.5468494,2.5709324,-1.7270768548183226,16.846009013100986,air_conditioner
1838,-196.98103,185.42609,43.411785,-5.361478,-4.9131756,-0.028400669464658867,15.81930635315512,air_conditioner
1839,-360.1052,155.73433,62.695408,-2.809374,1.6466486,-4.212448502621394,24.39741157931609,air_conditioner
1840,-241.3423,91.41709,42.258728,-2.8545606,0.09810933,-4.174713369265157,23.019554476608487,air_conditioner
1841,-204.13272,83.31137,37.839745,1.0479524,0.813928,-3.6077676446862754,19.3989978531377,air_conditioner
1842,-262.40005,149.95563,48.818935,-3.4202263,-0.32038325,-2.9685761383787677,19.257865839820973,air_conditioner
1843,-167.59818,134.47957,34.908756,-2.201271,-0.73410827,-1.1505717109122295,15.493003306483079,air_conditioner
1844,-97.24492,150.31102,30.55573,-2.322744,0.098366685,2.2804520447914225,15.012078719871255,air_conditioner
1845,-191.97363,39.24406,32.159344,-1.6910515,1.725024,-5.088648981507642,27.73723839416552,air_conditioner
1846,-244.84885,107.32678,43.978996,-6.19714,-1.7591155,-3.526130304844293,19.854600047581684,air_conditioner
1847,-94.5513,51.369797,20.17631,-0.48846763,-1.278943,-1.819991250874536,10.484052341675975,air_conditioner
1848,-309.99875,92.97336,52.662193,-4.748518,0.4504093,-4.662205795934731,25.56039305976979,air_conditioner
1849,-313.75558,134.33409,54.680378,-4.245017,-0.62435865,-4.108896179373873,23.70607706586445,air_conditioner
1850,-154.43059,146.24959,37.14173,-2.5553372,-1.5388314,-0.29244555484502904,10.882132230530093,air_conditioner
1851,-237.97096,127.83443,43.26688,-1.9594597,1.4398942,-3.3769619158094883,21.160825126895627,air_conditioner
1852,-278.08356,144.14452,50.21399,-2.1502714,-0.40930074,-3.5152744759289836,21.606681294813203,air_conditioner
1853,-327.3747,241.39699,64.65988,-1.0907902,0.093736865,-1.892422869292569,18.155511668085403,air_conditioner
1854,-183.25587,149.2215,38.210697,0.09863482,0.78655326,-1.2817601881502074,16.070350859711056,air_conditioner
1855,-223.98589,157.01628,43.85571,-0.75000215,-1.0172439,-2.1242657171323884,17.97555070012295,air_conditioner
1856,-420.83685,192.04716,73.38305,-3.952565,0.7333946,-4.104906768880214,24.311822522709463,air_conditioner
1857,-110.24889,109.34511,25.960337,0.7217024,2.1039405,-0.1449698357614844,13.056784590184673,air_conditioner
1858,-97.60853,106.61787,25.420012,-0.61360943,-1.531186,0.467635801857893,10.441980751543293,air_conditioner
1859,-196.4753,185.9304,43.39319,-5.2040796,-4.4756494,-0.0052113501160806356,15.85058572816147,air_conditioner
1860,-322.70776,64.2966,53.257774,-1.2519426,1.5353796,-5.42496964561024,30.253307523368008,air_conditioner
1861,-133.19048,90.69291,27.111105,3.3620389,2.2613282,-2.316633136426427,15.824088050833566,air_conditioner
1862,-97.11107,51.231083,20.644287,-0.4005329,-0.86178684,-1.86875605754179,10.667838407101307,air_conditioner
1863,-148.6956,158.49246,35.27809,2.5448527,-0.092495024,0.20424114213004516,15.001465628624295,air_conditioner
1864,-307.85886,153.07516,55.103313,-4.7731667,-1.7947708,-3.556340488364136,21.57782334862402,air_conditioner
1865,-184.18352,139.86705,37.74015,-2.6057744,-1.6484644,-1.427284257358251,15.511484192556601,air_conditioner
1866,-253.63902,149.68939,47.424656,-1.8965267,-1.7884966,-2.906767118777523,19.46989677452996,air_conditioner
1867,-186.15302,125.643074,37.00871,0.007534838,0.7989392,-2.1680832453042966,16.36553082310444,air_conditioner
1868,-196.50876,102.80302,37.027992,2.753837,2.469235,-3.341464295145726,19.352061255284916,air_conditioner
1869,-55.01015,83.346756,20.913387,1.187425,-1.3117402,0.9948833131625381,5.918508587232591,air_conditioner
1870,-148.94757,135.01556,33.351467,1.6781352,0.6714554,-0.666082793618043,13.837664465438046,air_conditioner
1871,-150.82254,90.2924,29.314873,2.9454083,2.651503,-2.9097128012835634,17.927636880462575,air_conditioner
1872,-133.2987,90.29171,27.023,3.3100624,2.894538,-2.3563807231245373,16.053191222728326,air_conditioner
1873,-161.6414,135.5537,34.79737,1.5069617,1.1827248,-1.1156953709926531,14.625573592547095,air_conditioner
1874,-360.84155,129.09308,61.594505,-3.2465127,2.485539,-4.634657470097423,25.94484387306238,air_conditioner
1875,-350.48328,123.54669,59.82601,-2.1733356,2.9499083,-4.688108484674031,26.223689115580015,air_conditioner
1876,-244.42621,107.84253,43.8484,-6.1591525,-1.8039582,-3.5327259248146756,20.001779454218326,air_conditioner
1877,-236.47755,66.90175,40.744984,-1.4234604,1.731294,-4.620206292578778,24.940879230137924,air_conditioner
1878,-107.87809,136.65126,29.464537,-2.2165022,0.04297418,1.39633981502015,13.544145932667238,air_conditioner
1879,-256.94156,150.56584,48.12881,-3.5954525,-0.12909745,-2.83962278288361,18.851507461796583,air_conditioner
1880,-234.61748,88.23028,41.7263,-2.6074042,1.6891646,-3.9567915017938398,21.56339789798528,air_conditioner
1881,-160.28348,151.56673,35.634995,1.5575387,1.9733016,-0.4866150889252242,15.505344148730696,air_conditioner
1882,-120.3694,126.04673,29.24062,-4.2305374,-2.7928243,0.6359537692350326,13.113327070170584,air_conditioner
1883,-333.76184,91.77134,56.072826,-5.035706,0.5552616,-4.873207862182606,26.781829986881515,air_conditioner
1884,-364.8782,159.09431,63.443073,-3.2038193,0.4746589,-4.204693829609207,24.478692922550163,air_conditioner
1885,-308.96423,131.05125,53.796955,-4.2741303,-0.6543363,-4.124706865461227,23.737616908892615,air_conditioner
1886,-149.28284,134.78445,33.36174,1.7139323,0.52268976,-0.6934060348837334,13.867173111403496,air_conditioner
1887,-237.65437,84.651855,41.01948,-1.2184492,0.5337024,-4.527620693010764,25.094810367542266,air_conditioner
1888,-162.13583,136.51486,34.98864,1.4340414,0.7561759,-1.0822133537598833,14.535324597003836,air_conditioner
1889,-56.126587,81.39653,20.78173,0.6399675,-2.2768779,1.0281511459723969,5.690979606210362,air_conditioner
1890,-154.87218,145.46356,37.171173,-2.4597504,-1.4896467,-0.3405447886659317,10.797714791115466,air_conditioner
1891,-119.43148,139.47328,31.061085,0.23029347,0.74624676,0.8176184638845339,12.668162807097934,air_conditioner
1892,-437.89856,142.45006,73.3544,-2.2817893,2.937446,-5.03633535604375,28.474597851147646,air_conditioner
1893,-154.45184,136.4545,34.039734,-2.3401573,-1.123481,-0.5430168081597412,13.939469204734358,air_conditioner
1894,-243.38309,104.6453,43.67282,-6.3210964,-1.9419591,-3.5468615755012025,19.81878554032054,air_conditioner
1895,-381.75275,157.44887,65.84283,-4.32487,-0.062732756,-4.3269705763457935,24.909936270244458,air_conditioner
1896,-382.35532,158.65358,65.978,-4.5037355,-0.20907049,-4.306858326956948,24.833479217778184,air_conditioner
1897,-196.91408,186.18741,43.552433,-5.2982864,-4.6785574,-0.005210944942741723,15.712767206997633,air_conditioner
1898,-324.58112,153.37607,57.403843,0.7551193,3.799785,-4.074077783276432,24.04549801405068,air_conditioner
1899,-437.2713,194.69215,75.78933,-3.9952607,1.0757179,-4.218667595327973,24.8846416853592,air_conditioner
1900,-258.56015,152.82007,48.42227,-3.457653,-0.8097044,-2.821591261772613,18.989645024731892,air_conditioner
1901,-350.53857,131.90964,60.21024,-2.066954,2.2459412,-4.556785297120389,25.673803855916088,air_conditioner
1902,-99.22798,49.41097,20.80891,-0.462696,-1.087232,-2.0041151741208125,11.20874861003188,air_conditioner
1903,-366.85696,157.34271,63.38348,-5.4278955,-2.3818803,-4.20452159788708,24.522112503827273,air_conditioner
1904,-259.87006,158.11461,48.901024,-2.1213665,-1.6486652,-2.76135683056901,19.193078390957236,air_conditioner
1905,-100.57542,74.302925,21.70981,0.9515398,3.5309877,-1.5984006042039165,12.295033974864777,air_conditioner
1906,-148.25984,158.0873,35.188313,2.6650083,-0.36129072,0.19675164392662703,14.985809740051913,air_conditioner
1907,-199.97026,126.33549,38.459797,0.21184893,1.6912043,-2.6263195494133007,18.251945285283774,air_conditioner
1908,-317.44864,96.41106,53.830532,-5.13539,-0.73505783,-4.676195305981569,25.677474472989584,air_conditioner
1909,-153.43735,145.11292,37.04921,-2.0424685,-1.4824312,-0.3293250745899848,10.653386297335564,air_conditioner
1910,-250.1945,110.41832,44.917984,-6.2046037,-2.085999,-3.5303602935314635,19.964188295000962,air_conditioner
1911,-291.09637,233.22543,59.218693,-0.6039441,0.44228745,-1.4107945070651198,17.55334562186897,air_conditioner
1912,-244.28656,76.97076,42.044437,-1.4573091,0.9588259,-4.605052963917657,25.1605719078893,air_conditioner
1913,-266.09622,111.298836,47.0165,-3.5024536,-1.2694333,-3.9605864201879966,22.244942612756066,air_conditioner
1914,-248.54042,86.14704,42.62642,-1.2989928,1.3524587,-4.636090878399532,25.753961464552944,air_conditioner
1915,-104.42219,135.31624,28.982515,-2.2656164,0.053706028,1.5103500044000875,13.629558343767997,air_conditioner
1916,-121.04019,140.28236,31.331806,0.255435,0.70712566,0.7804123719606063,12.654117563730154,air_conditioner
1917,-345.4158,82.5894,57.61856,-5.4401727,-0.38090137,-5.0086674578625106,27.470216653184153,air_conditioner
1918,-261.82877,151.28238,48.840218,-3.4930935,0.10564875,-2.916722016825114,19.11384614282867,air_conditioner
1919,-297.90652,158.32254,53.839252,-2.4755898,-1.4526165,-3.452910691326489,21.66181342253987,air_conditioner
1920,-151.53314,93.50584,29.865961,3.2403426,2.8425565,-2.7551582348264674,17.153230202235257,air_conditioner
1921,-114.3157,154.406,32.48905,-3.7376976,-1.2193809,1.8206973466752494,14.49080840608163,air_conditioner
1922,-456.10516,198.57042,78.70961,-4.3950205,0.6033839,-4.294911751386992,25.224426469314743,air_conditioner
1923,-240.3189,170.72905,47.404724,-1.4562614,-1.188848,-1.9827313309722483,17.482570489736542,air_conditioner
1924,-264.93082,93.01558,45.711803,-3.2974904,-0.064677075,-4.404458119827319,24.368017676712803,air_conditioner
1925,-162.85385,82.55408,30.54016,2.5603466,3.519648,-3.489449144970439,19.72203131382495,air_conditioner
1926,-149.65202,134.3801,33.383804,1.4653225,0.38634294,-0.7040784709536121,13.826463629806913,air_conditioner
1927,-213.76825,39.526283,35.660362,-1.8734558,1.6234025,-5.160047576597622,28.24842989580262,air_conditioner
1928,-161.73372,135.43137,34.791424,1.5034069,1.00109,-1.1233318635903626,14.644620942985537,air_conditioner
1929,-438.26392,142.54692,73.419365,-2.3401246,2.8239956,-5.033211217644034,28.452547226819636,air_conditioner
1930,-55.899746,81.19283,20.696222,0.7024189,-2.6041446,1.0134441170169421,5.68993080704047,air_conditioner
1931,-343.95285,121.47407,58.045242,-6.4179087,-2.4278011,-4.6356868702610985,26.181183462739696,air_conditioner
1932,-192.56604,139.42,38.577473,-0.27614793,0.1915125,-1.9096532233725068,16.74844136744691,air_conditioner
1933,-333.18787,90.373985,56.427612,-6.7812133,-2.0680919,-4.651623033915184,25.276727519443565,air_conditioner
1934,-143.49443,131.30983,32.243355,1.6547524,0.33404887,-0.6206270130645095,13.844715607610524,air_conditioner
1935,-244.41045,97.93955,43.538246,0.61139166,-0.8391354,-4.104681103891786,22.785427121135573,air_conditioner
1936,-122.51228,140.62326,31.498482,0.27891165,0.9222698,0.7249019864799525,12.69144901306856,air_conditioner
1937,-229.41966,95.358765,41.382454,0.6458765,2.263735,-3.9158383070840586,21.666141803935332,air_conditioner
1938,-215.30644,143.3792,41.533783,-0.5761538,0.65362877,-2.4064810897058537,18.472450849306078,air_conditioner
1939,-248.97688,110.75073,44.739815,-6.1330724,-1.4904443,-3.5170417065089423,19.925905684443762,air_conditioner
1940,-333.74823,90.42848,56.486046,-6.7469993,-1.7796639,-4.665659336765502,25.36030717716736,air_conditioner
1941,-257.2724,90.68228,44.92181,-3.5646617,0.7715353,-4.212842815857373,22.98540169614932,air_conditioner
1942,-328.43298,246.90137,65.2837,-1.4470516,0.15999603,-1.7646773220504546,17.97009500182455,air_conditioner
1943,-197.06282,184.55922,43.322807,-5.406806,-4.83918,-0.0571477378351154,15.82071629442715,air_conditioner
1944,-145.35654,91.33489,29.203182,-0.43825597,0.6903345,-2.2218012068876276,14.69305569959677,air_conditioner
1945,-233.16492,127.87384,42.6367,-1.9208438,0.99467,-3.275122108165265,20.782203071961334,air_conditioner
1946,-329.50058,244.19742,65.18593,-1.2489961,0.2492043,-1.857001482996985,18.10079079240307,air_conditioner
1947,-246.42271,107.69997,43.94188,-6.373222,-1.7533125,-3.6039973231811824,20.457138436020433,air_conditioner
1948,-204.47746,101.764404,38.194134,2.692399,2.8123932,-3.488851117327116,19.828423501722373,air_conditioner
1949,-247.53929,107.764,44.40489,-6.319327,-1.5528233,-3.54629828974895,19.92475988422494,air_conditioner
1950,-310.4858,145.28477,54.95016,-3.84048,-1.2340534,-3.8291223488469335,22.609616955436948,air_conditioner
1951,-367.80914,158.38763,63.763428,-3.5166993,-0.28141162,-4.244675699553241,24.677718438861778,air_conditioner
1952,-143.18231,134.57243,32.510563,-2.2399247,-2.3515913,-0.17085349632513308,13.736340006164983,air_conditioner
1953,-382.7352,156.87459,65.9051,-4.5848475,0.14027305,-4.344536005796963,25.003429382893522,air_conditioner
1954,-140.91249,129.71625,31.670712,1.6972954,0.29497138,-0.5980618520019307,13.99144760352086,air_conditioner
1955,-155.40398,149.53206,37.69828,-2.044463,-1.8186547,-0.2494704098715566,10.826769861471542,air_conditioner
1956,-149.17407,133.85147,33.29649,1.6185026,0.74901557,-0.7164757376500877,13.785575606231742,air_conditioner
1957,-162.4148,137.1417,35.149258,1.3248477,0.9043541,-1.0497112828572426,14.38957997575271,air_conditioner
1958,-152.64006,147.21703,37.029163,-1.724466,-1.3367375,-0.24679792827091623,10.871918228009337,air_conditioner
1959,-461.77747,201.6371,79.75012,-4.5005674,0.50944704,-4.279200770424942,25.13920961090441,air_conditioner
1960,-198.98573,79.86149,35.50671,-2.0799172,-0.9508564,-3.8975189864195756,21.41314195979127,air_conditioner
1961,-151.74503,158.7483,35.61958,2.6403394,0.27757907,0.08444911323055933,15.056860911974557,air_conditioner
1962,-380.45132,147.30168,64.79687,-3.552964,0.22109547,-4.598584620326807,26.353345175166947,air_conditioner
1963,-324.46582,154.1788,57.412613,0.053391647,2.2440608,-4.023208914385954,23.82145267564388,air_conditioner
1964,-221.18497,106.53181,40.306335,-2.1381326,-0.8877841,-3.4662332792874144,20.18387017607484,air_conditioner
1965,-273.4082,93.07153,46.994812,-3.1268525,-0.6923718,-4.496169294552743,24.835255268748927,air_conditioner
1966,-195.50415,100.39343,36.91457,2.8443115,1.8762169,-3.34763341190073,19.117044975302903,air_conditioner
1967,-131.7697,135.16466,31.443666,2.0304224,0.9866594,0.0022056579889889703,13.279566428903173,air_conditioner
1968,-140.46875,138.3308,32.354584,0.49303216,-0.5294523,-0.11672693853220845,14.265713450450168,air_conditioner
1969,-173.56126,151.08205,37.55057,0.33485422,-1.359992,-0.8432701414309844,15.012311939389509,air_conditioner
1970,-55.219517,82.40757,20.864983,1.3248693,-1.1489465,0.9622189194193034,5.747245500479366,air_conditioner
1971,-254.72081,89.91345,44.717976,0.6928331,0.83842015,-4.3748505491775855,24.110292596333505,air_conditioner
1972,-346.98718,157.88402,60.93554,-5.038369,-2.16878,-3.920394637287838,23.085185287156005,air_conditioner
1973,-438.06262,142.44653,73.37927,-2.3401532,2.8475363,-5.034688247954738,28.462751551891284,air_conditioner
1974,-151.44145,159.5734,35.708412,2.473835,-0.2692142,0.14143866848612274,15.00612772646727,air_conditioner
1975,-55.50307,81.89681,20.882223,1.3462183,-1.0823768,0.946109920816471,5.678009214316475,air_conditioner
1976,-196.37337,186.80139,43.526455,-5.336854,-4.562473,0.03626985328281856,15.772480163716828,air_conditioner
1977,-257.80273,151.41325,48.254284,-3.4634178,0.018138662,-2.8483008740472244,18.971790512885352,air_conditioner
1978,-318.25177,152.11,56.419437,0.8120483,3.7194319,-4.031674582400552,23.86650818801494,air_conditioner
1979,-328.4875,240.25253,64.72582,-1.1404779,0.09054065,-1.935705037144953,18.192718440978613,air_conditioner
1980,-245.56805,133.73474,44.809315,-1.8614056,0.9893563,-3.3215794622607575,20.97429355725448,air_conditioner
1981,-130.87576,81.42162,26.094477,3.2369454,3.235093,-2.682615168183714,16.500628797070654,air_conditioner
1982,-324.05804,152.22464,57.211063,-0.030078888,2.7500424,-4.062997627507536,23.982121312345658,air_conditioner
1983,-140.46504,134.48076,32.063576,-0.7270196,-1.1872281,-0.17976529729477617,13.95172308392883,air_conditioner
1984,-198.04561,96.58933,37.022854,2.7676198,2.0069447,-3.5052090317625786,19.74086440789702,air_conditioner
1985,-249.52203,109.725334,44.79998,-6.304273,-1.9141978,-3.5265960482973653,19.909175554173256,air_conditioner
1986,-244.14471,133.38817,44.482746,-1.8674271,1.363605,-3.33109500402535,21.139143330271004,air_conditioner
1987,-288.61276,140.37311,52.01967,0.7723888,1.0134275,-3.792542805232195,22.260194456500354,air_conditioner
1988,-381.59067,157.87706,65.81584,-4.493874,-0.2593834,-4.316094537914826,24.874219311473517,air_conditioner
1989,-212.94594,107.9484,39.32313,-1.7439457,-1.9641559,-3.2612047506189294,19.39408029220651,air_conditioner
1990,-344.60065,172.7948,61.403065,-4.9421005,-2.88275,-3.612497205659132,22.171011904249482,air_conditioner
1991,-438.493,142.41586,73.439026,-2.3278043,2.9244173,-5.038617989052997,28.48606445084876,air_conditioner
1992,-245.92238,109.694016,44.15638,-6.2836204,-1.8246756,-3.5098369782529364,19.93464433343932,air_conditioner
1993,-201.84856,115.6546,38.22426,-1.5650747,-0.93808675,-2.822894220139857,18.10583080632663,air_conditioner
1994,-113.615875,155.5621,32.680477,-3.6355553,-1.2198348,1.856981309462653,14.397473607561839,air_conditioner
1995,-238.32158,170.81583,47.14806,-1.426858,-1.0133777,-1.9352634728022753,17.40134326416376,air_conditioner
1996,-153.63649,145.42123,37.101723,-2.3654246,-1.4476473,-0.3084911932473674,10.671376675954054,air_conditioner
1997,-122.91987,140.12735,31.47172,0.17169109,0.7118044,0.6991333968730125,12.691014128020692,air_conditioner
1998,-120.40853,133.2688,30.269539,2.0480523,0.7125304,0.4090155932060634,12.593913607010006,air_conditioner
1999,-360.11142,76.08176,59.844025,-8.956644,-4.427476,-4.921617168963761,26.79978710761647,air_conditioner
2000,-172.44267,150.076,37.272118,-0.14819017,-1.1740193,-0.8117916340677265,15.032457312890504,air_conditioner
2001,-359.59146,140.31094,61.581802,-6.1881537,-2.7822585,-4.373930063468158,24.924373286126716,air_conditioner
2002,-172.96518,150.69098,37.36953,0.7065695,-0.35817134,-0.8721493659802546,15.16868967229638,air_conditioner
2003,-331.39322,247.65851,65.725975,-1.6829067,0.20520946,-1.791086606274536,18.01033854177546,air_conditioner
2004,-246.72241,111.86811,44.42774,-6.304556,-1.5113914,-3.459622372878798,19.747591705311805,air_conditioner
2005,-353.54562,120.64952,60.001286,-3.3336353,2.2189903,-4.740541869087814,26.481596225872604,air_conditioner
2006,-238.03969,39.762634,39.64032,-2.0749805,1.8021,-5.192578944099618,28.465294645291102,air_conditioner
2007,-261.373,149.76147,48.64151,-3.145397,-0.60562205,-2.971172946621184,19.319532839692215,air_conditioner
2008,-438.4692,142.50056,73.44086,-2.394317,2.6427674,-5.034288778695908,28.458780184664928,air_conditioner
2009,-48.48075,81.14083,20.090006,1.6016163,-1.3614237,1.184033274352673,5.8472106657600325,air_conditioner
2010,-466.06882,199.87428,80.27844,-4.4900446,0.6070295,-4.337548718301655,25.37331406485646,air_conditioner
2011,-154.88522,130.50125,33.30508,-2.398978,-1.8404883,-0.7938961944712114,14.36715503174149,air_conditioner
2012,-284.5788,92.54175,48.838867,-4.082242,0.43469727,-4.495126397929778,24.62933555050179,air_conditioner
2013,-106.559746,136.6739,29.284155,-2.0702262,0.039156727,1.4594830402713777,13.718980182046394,air_conditioner
2014,-192.93024,122.31553,37.262066,0.43564326,0.83664,-2.598467948116063,18.005709029447807,air_conditioner
